"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","sumlev","state","county_code","place","cousub","concit","funcstat","state.name","population"
"1255","ME","franklin county","20100400400000",116285,2020,2701847,351070,493924,0,0,13266,1251408,0,281024,0,311155,627060,632371,0,5724190,154944,6828677,0,0,0,6983621,50,23,7,0,0,0,"A","Maine",29460
"1256","TX","grimes county","44109309300000",65056,2020,6593357,0,2894934,229356,0,0,87224,0,3134252,0,247591,2990648,1749343,701374,19377743,710573,24108535,0,0,0,24819108,50,48,185,0,0,0,"A","Texas",29430
"1257","MS","adams county","25100100100000",106120,2020,44503437,14274108,1890058,3271021,822808,0,23598423,0,0,0,647019,5933856,2646451,1920331,19928047,3581839,26846846,0,0,0,30428685,50,28,1,0,0,0,"A","Mississippi",29419
"1258","GA","decatur county","11104304300000",32444,2020,26532042,0,9204172,9351598,0,0,4281149,0,0,0,0,6290966,4706603,5339947,28734492,6642995,38429013,0,0,0,45072008,50,13,87,0,0,0,"A","Georgia",29324
"1259","OH","gallia county","36102702700000",36881,2020,0,0,0,0,0,0,0,0,0,0,0,6503,4387868,0,117370,173468,4338273,0,0,0,4511741,50,39,53,0,0,0,"A","Ohio",29241
"1260","SC","jasper county","41102702700000",38266,2020,61793309,19276491,3392019,2090188,0,1694204,16192030,0,18186140,0,962237,5058634,3617511,5482284,33358687,13485874,34031242,0,0,0,47517116,50,45,53,0,0,0,"A","South Carolina",29143
"1261","VA","carroll county","47101801800000",230270,2020,36446661,22546331,4766120,649706,1042327,0,6009532,0,581018,0,851627,2986997,10192681,0,36986528,10233989,39932217,0,0,0,50166206,50,51,35,0,0,0,"A","Virginia",29142
"1262","SC","marion county","41103403400000",87699,2020,63897011,5106196,7306005,3526887,14029587,543308,15471634,0,17284775,0,628617,9068911,663564,853744,14062387,641003,24007603,0,0,0,24648606,50,45,67,0,0,0,"A","South Carolina",29083
"1263","CO","morgan county","06104404300000",31980,2020,3566163,0,1567016,0,0,0,0,0,0,0,1030307,5270777,8731797,0,20289284,-4894426,39186284,0,0,0,34291858,50,8,87,0,0,0,"A","Colorado",29072
"1264","MI","mason county","23105305300000",79683,2020,17715663,0,1725051,0,0,0,14398993,0,0,1189977,1061545,14373939,3245654,14883,18456859,7653156,28438180,59817570,2926508,0,62744078,50,26,105,0,0,0,"A","Michigan",29038
"1265","WV","hancock county","49101501500000",130877,2020,3011044,0,143300,0,0,0,1013993,0,1455211,0,398540,2477396,1421020,16500,9192241,288948,12818209,0,0,0,13107157,50,54,29,0,0,0,"A","West Virginia",29037
"1266","MS","neshoba county","25105005000000",119285,2020,21429695,3378533,821595,2328522,2666360,0,12127538,0,0,0,107147,1729726,1908754,541851,10712508,2073741,12819098,0,0,0,14892839,50,28,99,0,0,0,"A","Mississippi",28988
"1267","OH","fayette county","36102402400000",47135,2020,0,19226136,0,0,1984292,0,16705222,43673,10751450,39559,0,7064568,14515562,2881942,39737035,6985692,57213415,0,0,0,64199107,50,39,47,0,0,0,"A","Ohio",28971
"1268","IN","ripley county","15106906900000",112523,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,137,0,0,0,"A","Indiana",28968
"1269","KS","ellis county","17102602600000",114251,2020,0,7040000,0,1574439,19670,0,11733261,0,0,0,0,0,0,0,38246797,7048764,31198033,0,0,0,38246797,50,20,51,0,0,0,"A","Kansas",28943
"1270","OH","van wert county","36108108100000",46127,2020,0,0,0,0,0,0,0,0,0,0,0,5394175,13700942,493000,13671535,2691637,30568015,0,0,0,33259652,50,39,161,0,0,0,"A","Ohio",28919
"1271","CA","glenn county","05101101100000",31678,2020,201053099,0,8123459,3865730,5501366,0,82589410,0,85021397,0,2622141,19612907,53462344,6205851,18318956,-16321610,113921668,0,0,0,97600058,50,6,21,0,0,0,"A","California",28896
"1272","MN","pine county","24105805800000",34732,2020,56103079,33039865,3875625,3166,1271544,0,12975057,0,2655693,0,2282129,7990178,20762362,217680,24632091,10394008,43208303,0,0,0,53602311,50,27,115,0,0,0,"A","Minnesota",28889
"1273","MI","alpena county","23100400400000",34247,2020,27614261,16094876,1984030,0,409273,0,9017992,0,0,0,108090,5617078,3175094,1319673,8649042,1295615,17465272,446836,35433,0,18760887,50,26,7,0,0,0,"A","Michigan",28880
"1274","TN","marion county","43105805800000",197477,2020,23860623,22601053,332950,148080,0,444505,0,443080,314010,0,20025,3003702,3535764,1884207,14500701,6134833,16789541,185842,0,0,22924374,50,47,115,0,0,0,"A","Tennessee",28865
"1275","NC","cherokee county","34102002000000",36526,2020,24093721,0,3781902,0,0,0,5243904,67235,3090644,0,815743,7246117,5700069,219271,31138779,-1310491,45614727,0,0,0,44304236,50,37,39,0,0,0,"A","North Carolina",28858
"1276","MD","garrett county","21101201100000",196833,2020,96028261,43036462,10514375,0,3092615,0,17968246,0,13458852,0,3399580,9390011,9214578,5446334,82288759,10889628,95450054,0,0,0,106339682,50,24,23,0,0,0,"A","Maryland",28792
"1277","MO","stoddard county","26110410300000",97950,2020,0,0,0,48000,3835675,0,0,0,0,0,0,1285176,42099,1107191,3986489,952917,5468038,0,0,0,6420955,50,29,207,0,0,0,"A","Missouri",28644
"1278","MN","le sueur county","24104004000000",42736,2020,63951825,44328028,5762444,0,0,0,11575397,0,0,0,2285956,4313844,10813655,6200532,29848256,9168276,42008011,0,0,0,51176287,50,27,79,0,0,0,"A","Minnesota",28639
"1279","UT","sanpete county","45102002000000",102922,2020,15536863,12410089,907345,0,0,0,2069208,0,0,0,150221,4284545,5847088,0,10400848,2587088,17945393,0,0,0,20532481,50,49,39,0,0,0,"A","Utah",28521
"1280","MO","marion county","26106406400000",97970,2020,0,0,0,655184,0,0,0,0,0,0,0,0,0,0,17222312,636067,16586245,0,0,0,17222312,50,29,127,0,0,0,"A","Missouri",28480
"1281","TX","palo pinto county","44118218200000",129421,2020,9398923,500000,917203,519615,0,350000,1685448,0,5153481,0,273176,3171757,406482,138779,15434166,4805941,14345243,0,0,0,19151184,50,48,363,0,0,0,"A","Texas",28445
"1282","OK","custer county","37102002000000",84873,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780131,275841,13504290,0,0,0,13780131,50,40,39,0,0,0,"A","Oklahoma",28444
"1283","TX","cass county","44103403400000",109838,2020,6454216,4040799,663987,0,0,457000,1136928,0,0,0,155502,1805704,1123269,52485,10640797,1365191,12257064,0,0,0,13622255,50,48,67,0,0,0,"A","Texas",28436
"1284","WI","lincoln county","50103503500000",39849,2020,32875100,14312483,3084001,0,0,2600000,0,0,1841234,0,2145678,11220355,6352276,0,18514575,1000833,35086373,0,0,0,36087206,50,55,69,0,0,0,"A","Wisconsin",28429
"1285","TN","carroll county","43100900900000",197420,2020,14484440,0,5017337,0,6748000,655000,0,1363346,77791,0,1834264,42337138,3842804,574329,8850923,141078,55464116,0,0,0,55605194,50,47,17,0,0,0,"A","Tennessee",28421
"1286","NC","currituck county","34102702700000",36540,2020,89834004,10900000,7882645,0,0,0,8380927,71658,29612021,0,1392292,19421414,3624439,1501156,69118590,10510571,83155028,0,0,0,93665599,50,37,53,0,0,0,"A","North Carolina",28401
"1287","GA","jones county","11108408400000",47624,2020,18078080,1675000,1762289,116222,0,9021381,4643422,0,0,0,709766,5002797,1950515,1602631,19524385,3577902,24502426,0,0,0,28080328,50,13,169,0,0,0,"A","Georgia",28397
"1288","SD","codington county","42101501400000",128256,2020,0,0,0,6571,0,0,0,10086,0,0,0,2034077,4738518,0,9698447,2911055,13559987,0,0,0,16471042,50,46,29,0,0,0,"A","South Dakota",28350
"1289","VA","wythe county",NA,230494,2020,82716210,39524733,3809812,191063,9518003,0,3054818,0,1241071,0,390689,4660873,9111997,264800,32131629,2830043,43339256,0,0,0,46169299,50,51,197,0,0,0,"A","Virginia",28312
"1290","IN","washington county","15108808800000",93297,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71135845,2214472,68921373,0,0,0,71135845,50,18,175,0,0,0,"A","Indiana",28242
"1291","AR","carroll county","04100800800000",101739,2020,2193911,0,2193911,1154615,0,0,6492904,0,0,0,0,0,0,0,15963748,1727179,14236569,0,0,0,15963748,50,5,15,0,0,0,"A","Arkansas",28242
"1292","FL","bradford county","10100400400000",189088,2020,31032723,0,2998574,0,0,0,26207503,0,848593,0,799342,6947953,6766845,1364842,17150427,-1608679,33838746,0,0,0,32230067,50,12,7,0,0,0,"A","Florida",28224
"1293","MO","dunklin county","26103503500000",108539,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16806990,1778752,15028238,0,0,0,16806990,50,29,69,0,0,0,"A","Missouri",28217
"1294","NM","grant county","32100900900000",43443,2020,38045002,13485000,711559,353715,0,3133349,14429354,0,5012733,0,448465,2777106,4745780,3016723,18659162,1981767,27217004,0,0,0,29198771,50,35,17,0,0,0,"A","New Mexico",28203
"1295","IL","montgomery county","14106806800000",565892,2020,0,0,0,0,0,0,1643854,1155228,0,0,0,2975131,4286289,0,10232965,1156587,16337798,0,0,0,17494385,50,17,135,0,0,0,"A","Illinois",28203
"1296","MS","leflore county","25104204200000",119281,2020,42386086,16355361,836033,2530545,267153,0,20781131,0,0,0,1615863,2273718,399790,2886288,18346886,3508696,20397986,0,0,0,23906682,50,28,83,0,0,0,"A","Mississippi",28191
"1297","IN","wells county","15109009000000",50579,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,179,0,0,0,"A","Indiana",28167
"1298","MS","tate county","25106906900000",119299,2020,25679888,5569268,1157526,1071016,2157011,0,15487076,0,0,0,237991,3322396,1667450,1376063,14378131,4772293,15971747,0,0,0,20744040,50,28,137,0,0,0,"A","Mississippi",28117
"1299","FL","baker county","10100200200000",68550,2020,34540826,0,2684095,2502633,0,59923,28221074,0,0,0,1073101,6116374,16371926,3954607,14499894,1628845,39313956,0,0,0,40942801,50,12,3,0,0,0,"A","Florida",28115
"1300","GA","white county","11115415400000",32464,2020,7273258,4965000,1180562,80329,0,0,0,0,0,0,578634,2683462,1326580,511847,23319384,2884949,24956324,0,0,0,27841273,50,13,311,0,0,0,"A","Georgia",28108
"1301","GA","monroe county","11110210200000",96498,2020,65819549,42264780,5123934,2843361,0,1015751,6896909,0,2967692,0,2836625,8865221,3237202,15,33412222,4575958,40938702,0,0,0,45514660,50,13,207,0,0,0,"A","Georgia",28055
"1302","GA","peach county","11111111100000",70941,2020,17554611,0,3046143,2830738,0,0,4166509,0,0,0,500616,4172254,1263988,414644,20579854,253672,26177068,0,0,0,26430740,50,13,225,0,0,0,"A","Georgia",28040
"1303","OH","hocking county","36103703700000",36887,2020,32721337,335700,2422446,131272,3523097,177421,14930994,0,9982227,0,1218180,4557248,10607691,4058574,19659089,7018137,31864465,0,0,0,38882602,50,39,73,0,0,0,"A","Ohio",28039
"1304","MS","scott county","25106206200000",119294,2020,24147647,6411359,2407839,2069254,0,0,12998685,0,0,0,260510,2136029,1805383,276301,12691461,1724569,15184605,0,0,0,16909174,50,28,123,0,0,0,"A","Mississippi",27968
"1305","IL","logan county","14105405400000",32774,2020,16716676,11518102,1474672,177603,169000,0,2517974,0,632817,0,226508,4019716,2805864,267976,9708239,1267017,15534778,0,0,0,16801795,50,17,107,0,0,0,"A","Illinois",27899
"1306","WV","randolph county","49104204200000",1240996,2020,6760245,3669509,462532,86241,0,0,610235,0,1370530,0,231862,2345219,1463151,0,7734910,-216193,11759473,0,0,0,11543280,50,54,83,0,0,0,"A","West Virginia",27892
"1307","VA","dinwiddie county","47102702700000",230293,2020,76914907,68343312,2233552,0,0,0,2304433,0,2726678,0,591372,2941168,6749400,0,45874736,4806971,50758333,0,0,0,55565304,50,51,53,0,0,0,"A","Virginia",27888
"1308","TN","henderson county","43103903900000",197455,2020,20509466,18707119,144738,9552,1094894,0,40442,2035691,193002,0,241302,4296305,3507314,191649,9165436,1105149,16055555,0,0,0,17160704,50,47,77,0,0,0,"A","Tennessee",27827
"1309","MS","union county","25107307300000",98008,2020,21531860,3835105,3469929,12430,1168605,0,12918346,0,0,0,127445,2244281,2141533,859989,10823388,957578,15111613,0,0,0,16069191,50,28,145,0,0,0,"A","Mississippi",27810
"1310","GA","upson county","11114514500000",32463,2020,9680384,4580000,1016876,2463640,0,883217,626325,0,0,0,230788,5522440,2291654,24625,22771419,6167547,24442591,0,0,0,30610138,50,13,293,0,0,0,"A","Georgia",27740
"1311","WV","jackson county","49101801800000",1240986,2020,3625757,319908,45339,217583,0,0,737282,279479,2100005,0,205640,3392308,1971770,0,10143802,2048040,13459840,0,0,0,15507880,50,54,35,0,0,0,"A","West Virginia",27720
"1312","OH","henry county","36103503500000",44930,2020,30127578,0,845772,4112,2695000,0,13208400,88499,9093898,0,1896630,4738180,19396923,2037116,18290154,4632454,39829919,0,0,0,44462373,50,39,69,0,0,0,"A","Ohio",27663
"1313","CA","del norte county","05100800800000",31674,2020,151041403,0,4259502,0,2266847,0,50780038,0,87966303,0,2782967,4450899,46050906,0,22101313,-7656869,80259987,396595,11203,0,72603118,50,6,15,0,0,0,"A","California",27601
"1314","IN","jennings county","15104004000000",105662,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,79,0,0,0,"A","Indiana",27581
"1315","TX","san jacinto county","44120420400000",52922,2020,7381654,916164,3616124,552315,0,1040000,172006,0,651340,0,433705,3064760,1793054,1732619,14366586,2924987,18032032,0,0,0,20957019,50,48,407,0,0,0,"A","Texas",27531
"1316","OR","tillamook county","38102902900000",103194,2020,51038562,8399917,2047901,216821,2045000,0,22154945,0,13622408,0,1351310,14044426,11626155,996266,34578039,5747375,55497511,0,0,0,61244886,50,41,57,0,0,0,"A","Oregon",27466
"1317","TN","white county","43109309300000",197532,2020,26621335,19139106,620223,0,0,332187,0,73622,0,0,0,5689864,3539958,2371610,11195554,4607615,18189371,0,0,0,22796986,50,47,185,0,0,0,"A","Tennessee",27443
"1318","OH","adams county","36100100100000",36864,2020,0,1106546,0,0,1658915,0,14677795,0,9690090,0,0,5176133,14870886,1730679,12510491,2391859,31896330,0,0,0,34288189,50,39,1,0,0,0,"A","Ohio",27440
"1319","VA","fluvanna county","47103303300000",230313,2020,104041845,91277981,4594962,4814688,0,0,1379298,0,641861,198606,687584,1770312,7423037,112500,46477180,3237979,52545050,0,0,0,55783029,50,51,65,0,0,0,"A","Virginia",27285
"1320","SC","union county","41104404400000",128020,2020,26337801,3775179,1379381,1355685,0,0,16234186,0,2532900,0,607137,3057126,2441442,1207761,19888941,2187848,24407422,0,0,0,26595270,50,45,87,0,0,0,"A","South Carolina",27176
"1321","NM","san miguel county","32102502500000",50139,2020,24858392,2784175,2553608,0,0,8149288,8015675,0,3050115,0,305531,1720372,3839991,1386972,12065596,861784,18151147,0,0,0,19012931,50,35,47,0,0,0,"A","New Mexico",27129
"1322","NM","cibola county","32103303300000",121942,2020,28245121,16521434,608549,0,0,878716,7405286,0,2626335,0,204801,1678493,2156851,196908,12871826,876281,16027797,0,0,0,16904078,50,35,6,0,0,0,"A","New Mexico",27102
"1323","IL","mcdonough county","14105505500000",1035782,2020,8872118,1883657,2381867,0,0,0,3070042,169797,1059948,0,476604,7481772,4315984,371550,12166858,4723805,19612359,0,0,0,24336164,50,17,109,0,0,0,"A","Illinois",27097
"1324","OH","pike county","36106606600000",36906,2020,40283629,2975600,3999600,39665,6481846,46350,15477614,0,9976287,28290,1286667,6261697,16975570,1510703,12882509,2170063,35460416,0,0,0,37630479,50,39,131,0,0,0,"A","Ohio",27069
"1325","GA","dawson county","11104204200000",47010,2020,9553776,0,3413841,330101,0,0,1053160,0,0,0,1516019,6764480,5428183,1250850,35654758,6661944,42436327,0,0,0,49098271,50,13,85,0,0,0,"A","Georgia",27056
"1326","IL","iroquois county","14103803800000",72501,2020,2930546,0,2169997,0,592928,0,0,2370650,0,0,167621,2760485,572738,0,10679406,3157135,10855494,0,0,0,14012629,50,17,75,0,0,0,"A","Illinois",26977
"1327","KY","woodford county","18112012000000",398672,2020,0,8311680,0,701120,0,0,0,0,0,0,0,0,0,0,24289461,5535992,18753469,0,0,0,24289461,50,21,239,0,0,0,"A","Kentucky",26902
"1328","OK","caddo county","37100800800000",37329,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16530241,320687,16209554,0,0,0,16530241,50,40,15,0,0,0,"A","Oklahoma",26900
"1329","VA","king george county","47105005000000",230351,2020,110466956,69367235,7830875,3892632,0,0,2412348,0,881641,0,1102432,17713174,6052746,87804,42585542,4892220,61547046,0,0,0,66439266,50,51,99,0,0,0,"A","Virginia",26822
"1330","GA","stephens county","11112712700000",71010,2020,16984860,12525000,1058388,0,0,793732,0,0,0,0,256313,2490242,296826,590278,18591693,-1370650,23339689,0,0,0,21969039,50,13,257,0,0,0,"A","Georgia",26820
"1331","TN","hardin county","43103603600000",1239450,2020,42329657,33970000,1789976,1655241,1021507,411555,1651644,2328121,298420,0,192240,6013983,6115700,1671936,14003434,4540975,23264078,0,0,0,27805053,50,47,71,0,0,0,"A","Tennessee",26805
"1332","WI","juneau county","50102902900000",39844,2020,32041099,18676951,5615211,0,458530,1624818,0,2965929,1675487,0,2711036,11298550,14626312,132010,19267056,5074724,40249204,0,0,0,45323928,50,55,57,0,0,0,"A","Wisconsin",26780
"1333","KY","harlan county","18104804800000",44714,2020,0,7155000,0,5163478,0,0,0,0,0,0,0,0,0,0,18224119,-88718,18312837,0,0,0,18224119,50,21,95,0,0,0,"A","Kentucky",26752
"1334","TX","gillespie county","44108608600000",88186,2020,15423120,11220064,1912356,1898237,0,0,0,0,0,0,392463,3290259,441275,45864,24079011,4757287,23099122,0,0,0,27856409,50,48,171,0,0,0,"A","Texas",26742
"1335","MI","oceana county","23106406400000",80061,2020,10042642,835000,298383,0,0,0,7224689,0,1081414,0,603156,3490203,3458469,13100,10920328,2124257,15757843,0,0,0,17882100,50,26,127,0,0,0,"A","Michigan",26713
"1336","IA","boone county","16100800800000",113322,2020,15492316,0,667786,2151109,0,2707000,4280460,0,439992,0,463921,7508869,5031762,2733355,10698525,3664334,22308177,0,0,0,25972511,50,19,15,0,0,0,"A","Iowa",26700
"1337","OH","carroll county","36101001000000",36868,2020,40793849,4130000,2037282,349368,108619,0,18787098,0,12152669,43648,1528373,6438419,14714033,533483,13693305,-1609131,36988371,0,0,0,35379240,50,39,19,0,0,0,"A","Ohio",26697
"1338","MS","yazoo county","25108208200000",119310,2020,34625966,12398213,2077860,2516845,900775,0,16396931,0,0,0,335342,5652448,1258240,1240869,16814681,-553404,25519642,0,0,0,24966238,50,28,163,0,0,0,"A","Mississippi",26671
"1339","OR","wasco county","38103303300000",103198,2020,14589556,0,1203704,0,0,0,12470271,0,760158,0,155423,11984268,3266076,358054,17847386,18093619,15362165,0,0,0,33455784,50,41,65,0,0,0,"A","Oregon",26631
"1340","NE","cass county","28101301300000",108613,2020,0,0,0,1329820,0,0,0,0,0,0,0,3175145,4202673,0,17995158,1607088,23765888,0,0,0,25372976,50,31,25,0,0,0,"A","Nebraska",26601
"1341","NC","ashe county","34100500500000",42430,2020,25524454,0,1985479,0,0,0,4509531,58843,8286956,0,793053,4602583,5713280,1059404,27483808,-526063,39385138,0,0,0,38859075,50,37,9,0,0,0,"A","North Carolina",26580
"1342","NY","lewis county","33102502300000",46082,2020,276629372,7330000,26433221,3143456,779364,0,45381214,0,182459287,0,1007559,93610596,25723838,1902669,38080745,-1685793,161003641,0,0,0,159317848,50,36,49,0,0,0,"A","New York",26551
"1343","IN","decatur county","15101601600000",93284,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,31,0,0,0,"A","Indiana",26465
"1344","MN","mille lacs county","24104804800000",43392,2020,40023758,18990554,3030892,0,0,1000000,12345264,0,2474126,0,2182922,3473637,18412906,0,22969787,-1454122,46310452,0,0,0,44856330,50,27,95,0,0,0,"A","Minnesota",26462
"1345","KY","grayson county","18104304300000",115754,2020,0,23195000,0,0,1029364,0,0,0,0,0,0,0,0,0,42600408,5271808,37328600,0,0,0,42600408,50,21,85,0,0,0,"A","Kentucky",26454
"1346","IN","clay county","15101101100000",105640,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70538921,2461832,68077089,0,0,0,70538921,50,18,21,0,0,0,"A","Indiana",26419
"1347","GA","grady county","11106506500000",105200,2020,23374683,20073716,1399223,577823,10,36556,1107631,0,0,0,179724,2243437,1011396,619988,18692530,4205137,18362214,0,0,0,22567351,50,13,131,0,0,0,"A","Georgia",26222
"1348","CO","elbert county","06102001900000",31964,2020,10344125,5977638,1078137,2778129,110000,0,0,0,0,0,400221,5859871,10214576,855107,20018309,4953607,31994256,0,0,0,36947863,50,8,39,0,0,0,"A","Colorado",26207
