"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","sumlev","state","county_code","place","cousub","concit","funcstat","state.name","population"
"1130","ME","lincoln county","20100800800000",116287,2020,10634808,0,694807,0,0,0,1854876,0,7723006,0,362119,1002031,1242044,0,10710362,-287556,13241993,0,0,0,12954437,50,23,15,0,0,0,"A","Maine",35249
"1131","MN","becker county","24100300300000",43132,2020,35748120,11235000,6199357,0,0,16000,14785409,0,807534,0,2704820,12628375,22334386,3801959,28128548,11288998,55604270,0,0,0,66893268,50,27,5,0,0,0,"A","Minnesota",35194
"1132","UT","wasatch county","45102602600000",39293,2020,21367092,12222497,2066854,0,0,120099,5791619,0,0,0,1166023,11188178,7690205,438283,27468472,5700037,41085101,0,0,0,46785138,50,49,51,0,0,0,"A","Utah",35063
"1133","OH","morrow county","36105905900000",36900,2020,64744660,6171098,7236753,383282,5018609,0,25937992,199055,18145197,0,1851729,21854197,17440502,242852,20737178,2458979,57815750,0,0,0,60274729,50,39,117,0,0,0,"A","Ohio",34973
"1134","IL","monroe county","14106706700000",1266564,2020,9868528,3980000,2656797,0,0,0,1522198,0,0,0,1709533,19595100,2954686,0,11150879,2317421,31383244,0,0,0,33700665,50,17,133,0,0,0,"A","Illinois",34952
"1135","GA","harris county","11107207200000",70854,2020,22502436,10457667,3202881,328940,3903085,0,3988467,0,0,0,448326,12906964,1139944,3115030,24082114,8622112,32621940,0,0,0,41244052,50,13,145,0,0,0,"A","Georgia",34896
"1136","MS","lincoln county","25104304300000",106149,2020,28956474,10437496,1312464,861375,154021,0,16012469,0,0,0,178649,3689515,1705823,6069087,15190331,5520199,21134557,0,0,0,26654756,50,28,85,0,0,0,"A","Mississippi",34822
"1137","TX","howard county","44111411400000",88313,2020,21711933,7665000,1431466,0,0,745844,1736071,0,9861206,0,272346,5702983,2091129,0,17317151,3799036,21312227,0,0,0,25111263,50,48,227,0,0,0,"A","Texas",34812
"1138","MS","alcorn county","25100200200000",106123,2020,43707631,21055688,1980495,730984,2174665,0,17765799,0,0,0,0,5448558,2736887,2770671,14868498,3943788,21880826,0,0,0,25824614,50,28,3,0,0,0,"A","Mississippi",34727
"1139","IL","effingham county","14102502500000",47852,2020,12500,0,12500,0,0,0,4338248,0,0,0,0,2148350,3636447,650637,12143054,897573,17680915,0,0,0,18578488,50,17,49,0,0,0,"A","Illinois",34695
"1140","WI","clark county","50101001000000",39829,2020,14460561,0,4812288,32522,1612748,5889164,0,4692317,0,0,2113839,26698971,16066953,0,23392339,1493229,64665034,1826176,3305993,0,66158263,50,55,19,0,0,0,"A","Wisconsin",34667
"1141","MO","barry county","26100500500000",119564,2020,0,0,0,13837,0,0,0,0,0,0,0,0,0,0,11867551,1031765,10835786,0,0,0,11867551,50,29,9,0,0,0,"A","Missouri",34541
"1142","NE","lincoln county","28105605600000",81865,2020,0,17265000,0,0,0,0,0,0,0,0,0,1877517,4999036,0,24499503,2954539,28421517,0,0,0,31376056,50,31,111,0,0,0,"A","Nebraska",34534
"1143","KS","cowley county","17101801800000",114246,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,35,0,0,0,"A","Kansas",34524
"1144","MN","nicollet county","24105205200000",34728,2020,42565487,22607494,3563805,0,500804,0,12557216,0,1343646,0,1992522,4227840,18324490,4160340,28166847,14825049,40054468,0,0,0,54879517,50,27,103,0,0,0,"A","Minnesota",34504
"1145","TN","marshall county","43105905900000",197478,2020,25793422,22842931,500751,400463,0,897695,0,1349467,842872,0,308710,6306523,4651806,63897,18318712,5791569,23549369,0,0,0,29340938,50,47,117,0,0,0,"A","Tennessee",34466
"1146","IN","steuben county","15107607600000",33215,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,151,0,0,0,"A","Indiana",34453
"1147","OH","putnam county","36106906900000",36908,2020,0,0,0,5190,294103,0,14880591,149910,10348536,0,0,6576182,13576943,764858,15806897,6977049,29747831,0,0,0,36724880,50,39,137,0,0,0,"A","Ohio",34395
"1148","SD","brookings county","42100600500000",128248,2020,0,8196967,0,0,0,0,0,9916,0,0,0,1644662,5156849,10797,22753427,9041320,20524416,0,0,0,29565736,50,46,11,0,0,0,"A","South Dakota",34350
"1149","IN","whitley county","15109209200000",33220,2020,0,5829000,0,0,0,0,201958,46711,0,0,0,0,0,0,99783625,2990172,96793453,0,0,0,99783625,50,18,183,0,0,0,"A","Indiana",34338
"1150","NE","platte county","28107107100000",65567,2020,0,0,0,0,0,0,0,0,0,0,0,1417666,4817039,0,17632121,-3595449,27462275,0,0,0,23866826,50,31,141,0,0,0,"A","Nebraska",34283
"1151","KS","miami county","17106106100000",114281,2020,0,24291000,0,123059,0,0,15060676,0,0,0,0,0,0,0,46369730,2418696,43951034,0,0,0,46369730,50,20,121,0,0,0,"A","Kansas",34232
"1152","KS","ford county","17102902900000",114253,2020,0,11245000,0,1802787,0,0,13985571,0,0,0,1093297,0,0,0,49762527,-167500,49930027,0,0,0,49762527,50,20,57,0,0,0,"A","Kansas",34208
"1153","NC","scotland county","34108308300000",196964,2020,79080946,43725000,4193889,0,0,0,5431939,53246,20837555,0,946589,7691391,6877786,1962915,34419233,-12546966,63498291,0,0,0,50951325,50,37,165,0,0,0,"A","North Carolina",34141
"1154","MS","monroe county","25104804800000",65488,2020,27499305,2172309,1806807,846781,340941,0,21695837,0,0,0,636630,5416007,2352782,705198,17074239,561446,24986780,2285385,706444,0,25548226,50,28,95,0,0,0,"A","Mississippi",34138
"1155","MI","emmet county","23102402400000",34259,2020,24009134,19008802,3344170,0,0,869048,0,1380362,0,0,787114,27205703,7519745,219376,19617748,4556866,50005706,0,0,0,54562572,50,26,47,0,0,0,"A","Michigan",34104
"1156","FL","desoto county","10101401400000",189095,2020,79684934,6578193,2959100,0,0,9463240,36853079,0,15176141,0,1000007,17211175,5029474,5602522,32681044,6401269,54122946,1911760,130179,0,60524215,50,12,27,0,0,0,"A","Florida",34087
"1157","IL","lee county","14105205200000",48850,2020,26687355,12641840,9830687,28128,0,0,1271664,0,2136921,0,778115,6905351,13716644,3798749,13362323,3774490,34008577,0,0,0,37783067,50,17,103,0,0,0,"A","Illinois",34051
"1158","KS","harvey county","17104004000000",114262,2020,0,9071494,0,555312,0,0,9022445,0,0,0,521575,0,0,0,37969522,835033,37134489,0,0,0,37969522,50,20,79,0,0,0,"A","Kansas",33998
"1159","MN","morrison county","24104904900000",43362,2020,40479444,15330205,0,0,0,1540000,13940897,0,1800022,0,2251331,11493035,22412479,1802311,24226594,9762516,50171903,0,0,0,59934419,50,27,97,0,0,0,"A","Minnesota",33995
"1160","IL","christian county","14101101100000",111751,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,21,0,0,0,"A","Illinois",33950
"1161","FL","wakulla county","10106506500000",1265732,2020,51395978,0,4628834,406805,0,8288224,33036546,0,2947409,0,1146277,15239467,1998823,9183531,24191335,3104738,47508418,0,0,0,50613156,50,12,129,0,0,0,"A","Florida",33895
"1162","ND","stark county","35104504500000",81821,2020,17136397,0,2369263,290490,127781,0,13465688,0,404163,0,479012,2052022,4150638,464782,19287935,-1740960,27696337,0,0,0,25955377,50,38,89,0,0,0,"A","North Dakota",33828
"1163","VA","pulaski county","47107807800000",401050,2020,79693999,60501124,10571642,169883,0,0,4690414,0,2200162,0,1287911,2025196,12833704,407169,44208455,8544108,50930416,0,0,0,59474524,50,51,155,0,0,0,"A","Virginia",33804
"1164","MS","marshall county",NA,98003,2020,38810731,5475000,1429998,1073931,6814818,0,23203305,0,0,0,813679,1933481,1127953,3403405,22589079,8127814,20926104,0,0,0,29053918,50,28,93,0,0,0,"A","Mississippi",33778
"1165","NY","seneca county","33105004500000",36005,2020,65966231,21716478,15524400,0,5006065,0,22483115,0,0,0,1236173,12585786,9424733,12333086,39432229,3048965,70726869,0,0,0,73775834,50,36,99,0,0,0,"A","New York",33747
"1166","MI","wexford county","23108308300000",34289,2020,27064312,3939914,1594215,0,10823000,0,9556362,0,0,0,360921,4322271,4150202,0,11293375,1389348,18376500,307211,307090,0,19765848,50,26,165,0,0,0,"A","Michigan",33685
"1167","VA","botetourt county","47101201200000",230229,2020,65008848,48819360,8952685,0,455790,0,1330935,0,1021110,0,765001,1193439,8989679,0,57547975,3882864,63848229,0,0,0,67731093,50,51,23,0,0,0,"A","Virginia",33637
"1168","GA","lumpkin county","11109309300000",48032,2020,31105988,6905000,1452562,0,0,5836871,2937157,0,0,0,524172,4443586,3242038,923857,27349956,4297154,31662283,0,0,0,35959437,50,13,187,0,0,0,"A","Georgia",33631
"1169","IA","lee county","16105605600000",33304,2020,12456011,3965000,1308425,175263,0,29932,5216581,0,1258648,0,502162,3639516,6700957,2480229,16249793,1806690,27263805,0,0,0,29070495,50,19,111,0,0,0,"A","Iowa",33520
"1170","OK","lincoln county","37104104100000",125432,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16278287,2367557,13910730,0,0,0,16278287,50,40,81,0,0,0,"A","Oklahoma",33495
"1171","IL","fulton county","14102902900000",32770,2020,36226808,0,1729509,0,0,1299325,3889375,0,28603112,0,705487,8015343,4115470,0,14870260,1335904,25665169,0,0,0,27001073,50,17,57,0,0,0,"A","Illinois",33488
"1172","IA","marion county","16106306300000",33307,2020,8574424,1370000,809928,0,0,0,5173444,0,487368,0,733684,2053406,7259843,2180512,15428616,1439981,25482396,0,0,0,26922377,50,19,125,0,0,0,"A","Iowa",33408
"1173","VA","accomack county","47100100100000",401029,2020,44113516,24796003,4498673,423718,0,0,1912737,0,2748509,0,2417854,5935157,10219076,2116651,44963333,6241279,56992938,0,0,0,63234217,50,51,1,0,0,0,"A","Virginia",33388
"1174","IN","daviess county","15101401400000",33188,2020,0,4091828,0,152527,0,0,0,0,0,0,0,2736591,0,0,79712880,2243957,80205514,0,0,0,82449471,50,18,27,0,0,0,"A","Indiana",33366
"1175","GA","pickens county","11111211200000",92041,2020,28308930,9869355,1785268,375872,0,4682426,9553849,0,1192973,0,399187,8750370,5622150,119823,27973321,1695539,40770125,0,0,0,42465664,50,13,227,0,0,0,"A","Georgia",33339
"1176","ND","morton county","35103003000000",108465,2020,32928549,10443991,1816137,0,695298,0,18401472,0,534285,0,1037366,2067774,9754687,26880,15471768,297463,27023646,0,0,0,27321109,50,38,59,0,0,0,"A","North Dakota",33313
"1177","MD","caroline county","21100600500000",196829,2020,74448832,44155079,5155717,0,4501123,0,15476355,0,0,0,1155225,4132556,5979681,1261495,50483342,1119440,60737634,0,0,0,61857074,50,24,11,0,0,0,"A","Maryland",33273
"1178","GA","lee county","11108808800000",65345,2020,6517174,0,1746952,170177,0,737009,2265717,0,0,0,1030713,7160533,388398,1107924,28266637,5009462,31914030,0,0,0,36923492,50,13,177,0,0,0,"A","Georgia",33215
"1179","IN","clinton county","15101201200000",48270,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,23,0,0,0,"A","Indiana",33174
"1180","IL","bureau county","14100600600000",211180,2020,15549312,12732751,1515479,0,0,0,0,4331304,1085184,0,215898,4093906,5224514,268000,12090647,2590758,19086309,0,0,0,21677067,50,17,11,0,0,0,"A","Illinois",33172
"1181","IN","jefferson county","15103903900000",112508,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,77,0,0,0,"A","Indiana",33100
"1182","AL","lawrence county","01104004000000",110361,2020,21581147,1033819,997281,1332017,0,329749,1910086,0,5167295,0,148122,4708103,5177481,2112151,7800980,3369232,16429484,270085236,7085731,0,277170967,50,1,79,0,0,0,"A","Alabama",33089
"1183","AR","hot spring county","04103003000000",96156,2020,1844028,0,1844028,772787,0,0,5268983,0,0,0,127991,0,0,0,17155856,1560952,15594904,0,0,0,17155856,50,5,59,0,0,0,"A","Arkansas",33075
"1184","WA","jefferson county","48101601600000",39533,2020,0,3350262,0,0,1776097,0,4730201,1402291,2836666,0,1358810,13598519,13142970,0,31880068,2056521,56565036,0,0,0,58621557,50,53,31,0,0,0,"A","Washington",33063
"1185","MO","lafayette county","26105405400000",119574,2020,0,0,0,0,0,0,0,0,0,0,0,1440198,6540927,99795,7000491,1261017,13820394,0,0,0,15081411,50,29,107,0,0,0,"A","Missouri",33062
"1186","IN","gibson county","15102602600000",112506,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,51,0,0,0,"A","Indiana",33055
"1187","NC","transylvania county","34108808800000",36666,2020,25831897,216298,3010508,0,0,0,7927519,78522,3589919,0,2629628,5685391,7534477,0,53319370,490667,66048571,0,0,0,66539238,50,37,175,0,0,0,"A","North Carolina",33046
"1188","TN","rhea county","43107207200000",197505,2020,49064991,30800000,647471,0,14976132,1407289,0,2162633,391807,0,410337,3615511,3543932,1915820,14394875,4574057,18896081,0,0,0,23470138,50,47,143,0,0,0,"A","Tennessee",32934
"1189","TX","jasper county","44112112100000",88322,2020,10463388,0,1350699,0,0,0,6078601,0,2697495,0,336593,3304535,2116093,937849,15879198,-658479,22896154,0,0,0,22237675,50,48,241,0,0,0,"A","Texas",32921
"1190","TN","weakley county","43109209200000",197531,2020,30411390,0,8729946,0,12909941,5095559,2505558,962380,0,0,247682,48705283,3787325,1468381,12877995,1233845,65605139,0,0,0,66838984,50,47,183,0,0,0,"A","Tennessee",32899
"1191","WV","greenbrier county","49101301300000",1240983,2020,2969437,0,0,0,0,0,974868,0,1671581,0,322988,2580436,1335420,1848543,14292865,3315337,16741927,0,0,0,20057264,50,54,25,0,0,0,"A","West Virginia",32895
"1192","IN","jasper county","15103703700000",112507,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,73,0,0,0,"A","Indiana",32892
"1193","IL","morgan county","14106906900000",32781,2020,4030572,0,928261,0,0,0,2878056,0,0,0,224255,2166595,4250972,0,10579485,2427115,14569937,0,0,0,16997052,50,17,137,0,0,0,"A","Illinois",32838
"1194","OH","jackson county","36104004000000",45045,2020,0,550000,0,784639,1552743,0,17019930,16225,10697305,68236,0,6555547,18443652,2015675,13277449,4755268,35537055,0,0,0,40292323,50,39,79,0,0,0,"A","Ohio",32669
"1195","MD","dorchester county","21101000900000",189880,2020,106065399,41819863,7351727,274895,6142450,0,14838501,0,27467748,0,1077921,5491954,7260297,773650,50873426,-2895339,67294666,0,0,0,64399327,50,24,19,0,0,0,"A","Maryland",32528
"1196","WV","logan county","49102302300000",65538,2020,4421618,0,616952,0,0,201676,1131973,0,2108590,0,362427,1452419,1997371,425747,14294992,-829573,19000102,0,0,0,18170529,50,54,45,0,0,0,"A","West Virginia",32510
"1197","TX","hale county","44109509500000",88195,2020,6406647,16875,852468,0,0,1270000,4136386,0,0,0,130918,1778860,1310313,0,15056107,1522703,16622577,0,0,0,18145280,50,48,189,0,0,0,"A","Texas",32465
"1198","CA","lassen county","05101801800000",42807,2020,64469350,0,2772345,3658166,0,0,49997018,0,2106207,0,1257894,7775280,45627245,6249495,19151771,6794337,72009454,0,0,0,78803791,50,6,35,0,0,0,"A","California",32317
"1199","SC","chester county","41101201200000",65037,2020,61494626,25982882,5748992,660456,0,0,26340918,0,1656002,0,914580,4292098,3733344,941899,35236530,8100923,36102948,152608,0,0,44203871,50,45,23,0,0,0,"A","South Carolina",32278
"1200","LA","jefferson davis parish","19102702600000",116209,2020,20547706,10123259,3996375,502388,0,0,417501,0,5508183,0,0,1002904,1819799,64807,13792540,1830237,14849813,0,0,0,16680050,50,22,53,0,0,0,"A","Louisiana",32210
"1201","TN","henry county","43104004000000",197456,2020,18113448,16477334,152060,0,0,1032500,0,1247937,0,0,451554,4021307,6175670,1725123,9893934,2475027,19341007,0,0,0,21816034,50,47,79,0,0,0,"A","Tennessee",32144
"1202","KS","lyon county","17105605600000",114276,2020,0,0,0,3119950,0,0,9499990,0,0,0,1252125,0,0,0,37837651,3043311,34794340,0,0,0,37837651,50,20,111,0,0,0,"A","Kansas",32107
"1203","TN","claiborne county","43101301300000",197424,2020,30158143,28110832,760484,280665,59970,0,0,1335212,0,0,295822,3660788,2675226,1879158,15095403,3307861,20002714,0,0,0,23310575,50,47,25,0,0,0,"A","Tennessee",32066
"1204","KY","marshall county","18107907900000",115781,2020,0,8340000,0,260000,2745363,0,0,0,0,0,0,14008,0,0,39765282,4831393,34947897,0,0,0,39779290,50,21,157,0,0,0,"A","Kentucky",31685
"1205","OR","malheur county","38102302300000",103188,2020,0,0,0,312920,100840,0,10906521,0,610454,0,636573,4141747,3470324,0,19280812,1399584,25493299,392169,32056,0,26892883,50,41,45,0,0,0,"A","Oregon",31650
"1206","MO","polk county","26108408400000",101983,2020,0,0,0,751476,0,0,0,0,0,0,0,0,0,0,16381960,738650,15643310,0,0,0,16381960,50,29,167,0,0,0,"A","Missouri",31612
"1207","GA","gilmer county","11106106100000",96473,2020,41591251,37657086,2103124,1033878,0,0,0,0,0,0,590482,4749722,2392479,747047,29980485,8809806,29059927,0,0,0,37869733,50,13,123,0,0,0,"A","Georgia",31428
"1208","KS","montgomery county","17106306300000",114283,2020,0,0,0,56089,45693,0,6932241,0,0,0,0,0,0,0,33759539,1379539,32380000,0,0,0,33759539,50,20,125,0,0,0,"A","Kansas",31393
"1209","MI","huron county","23103203200000",34264,2020,55540331,0,4263938,0,0,0,19884486,0,29938984,0,1452923,8777142,6487417,1909492,16239627,-1821404,35235082,0,0,0,33413678,50,26,63,0,0,0,"A","Michigan",31371
"1210","TX","titus county","44122522500000",100197,2020,116383158,114034184,798971,0,0,0,1550003,0,0,0,0,2250008,422524,0,13424410,-2741510,18838452,219987,90000,0,16096942,50,48,449,0,0,0,"A","Texas",31292
"1211","MT","lake county","27102402400000",35362,2020,15236894,481700,1470012,1127425,476186,0,9589971,0,426826,0,1087046,5142871,2817155,245126,16207276,2735514,21676914,0,0,0,24412428,50,30,47,0,0,0,"A","Montana",31246
"1212","NH","coos county","30100400400000",107985,2020,39429488,0,2430737,319497,831501,479617,16967965,0,14849562,0,3550609,14116383,9943773,211800,17297661,2432216,39137401,0,0,0,41569617,50,33,7,0,0,0,"A","New Hampshire",31227
"1213","MO","stone county","26110510400000",35119,2020,0,0,0,0,0,0,0,0,0,0,0,1371908,0,0,27587290,8013277,20945921,0,0,0,28959198,50,29,209,0,0,0,"A","Missouri",31206
"1214","NE","adams county","28100100100000",108577,2020,0,1710000,0,373960,0,4030000,0,0,0,0,0,1145734,4312206,0,19099943,4029604,20528279,0,0,0,24557883,50,31,1,0,0,0,"A","Nebraska",31177
"1215","MN","polk county","24106006000000",42446,2020,56730313,31196827,3449031,896609,0,0,16574334,0,896184,0,2116019,15086674,32128771,126992,29305193,-4329051,80976681,0,0,0,76647630,50,27,119,0,0,0,"A","Minnesota",31083
"1216","CO","delta county","06101501500000",31961,2020,4663473,0,777200,608787,0,0,0,0,0,0,1195912,4091939,6075595,497750,17840586,2736679,25769191,0,0,0,28505870,50,8,29,0,0,0,"A","Colorado",31051
"1217","TX","bee county","44101301300000",1240953,2020,30468120,26672724,2370483,551439,0,0,0,1454420,584145,0,289329,3159147,2467392,32890,14632381,-6946,20298756,0,81341,0,20291810,50,48,25,0,0,0,"A","Texas",31049
"1218","WY","sheridan county","51101701700000",40132,2020,13014317,1800000,1816051,153783,273657,542227,7442872,0,495453,0,449274,2275297,2669886,2579456,19191886,3063294,23653231,0,0,0,26716525,50,56,33,0,0,0,"A","Wyoming",31005
"1219","CO","summit county","06105905800000",31989,2020,18007693,0,9570232,1399011,0,0,0,0,0,0,2374175,23825588,15194454,9130108,66993352,30075008,85068494,0,0,0,115143502,50,8,117,0,0,0,"A","Colorado",30994
"1220","TX","kleberg county","44113713700000",38634,2020,14290003,6515000,4184209,0,0,0,2728741,0,439221,0,422832,3976970,6357465,769773,15704991,1233856,25575343,0,0,0,26809199,50,48,273,0,0,0,"A","Texas",30977
"1221","IN","wabash county","15108508500000",49948,2020,0,0,0,106832,75000,0,0,0,0,0,0,2706969,0,0,86273159,4114472,84865656,0,0,0,88980128,50,18,169,0,0,0,"A","Indiana",30936
"1222","PA","elk county","39102402400000",45082,2020,5212940,2304269,926075,0,0,0,1982596,0,0,0,0,2074179,8221367,1491775,10124902,765772,21146451,0,0,0,21912223,50,42,47,0,0,0,"A","Pennsylvania",30926
"1223","VA","caroline county","47101701700000",230269,2020,124806614,100429582,7214350,10011836,0,0,0,1723558,2912671,0,945985,5495277,7823407,712903,49893920,3869320,60056187,2906713,743036,0,63925507,50,51,33,0,0,0,"A","Virginia",30924
"1224","SC","williamsburg county","41104504500000",43824,2020,112154548,66072170,5017717,0,0,7990000,24884949,0,371287,0,864227,8995416,5163273,234455,22366355,-5453770,42213269,0,0,0,36759499,50,45,89,0,0,0,"A","South Carolina",30908
"1225","MN","freeborn county","24102402400000",43924,2020,27187047,7694192,1799527,0,0,0,15201996,0,644891,0,1846441,8052903,22836797,2886771,30122956,13029985,50869442,0,0,0,63899427,50,27,47,0,0,0,"A","Minnesota",30902
"1226","KY","muhlenberg county",NA,401619,2020,0,10940500,0,607364,0,0,0,0,0,0,0,462718,7711100,0,12394189,400782,20167225,0,0,0,20568007,50,21,177,0,0,0,"A","Kentucky",30886
"1227","SC","clarendon county","41101401400000",38259,2020,71670714,30097957,1469464,1229356,0,128800,20564191,0,17098394,0,614652,3465996,152267,1167040,28746733,1218743,32313293,0,0,0,33532036,50,45,27,0,0,0,"A","South Carolina",30835
"1228","MI","clare county","23101801800000",34254,2020,12304552,1289000,1224177,787336,69017,0,7742104,0,633907,0,559011,0,0,0,8571770,43179,8528591,0,0,0,8571770,50,26,35,0,0,0,"A","Michigan",30834
"1229","MS","bolivar county","25100600600000",119258,2020,31420600,2573993,1620728,0,4354093,0,22649837,0,0,0,221949,6494154,697393,4579969,19805798,1771965,29805349,0,0,0,31577314,50,28,11,0,0,0,"A","Mississippi",30827
"1230","WI","trempealeau county","50106206200000",1036133,2020,48336484,29290227,7319681,76922,30691,9642000,0,5003103,0,0,1976963,32885440,11117723,20023,19909960,3514468,60418678,0,0,0,63933146,50,55,121,0,0,0,"A","Wisconsin",30806
"1231","IN","greene county","15102802800000",49442,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,55,0,0,0,"A","Indiana",30804
"1232","TN","obion county","43106606600000",197494,2020,2329110,0,207452,0,1437000,37226,0,688584,233944,0,413488,7829586,169590,1990839,12159219,3619899,18529335,0,0,0,22149234,50,47,131,0,0,0,"A","Tennessee",30767
"1233","KY","boyle county",NA,189739,2020,0,2015000,0,48042,0,0,0,0,0,0,0,1729557,5605071,0,12154277,1314514,18174391,0,0,0,19488905,50,21,21,0,0,0,"A","Kentucky",30753
"1234","OH","hardin county","36103303300000",45007,2020,0,1300,0,0,342696,0,18584090,0,11916337,62294,0,13047083,15468224,970685,13541615,5012525,38015082,0,721935,0,43027607,50,39,65,0,0,0,"A","Ohio",30724
"1235","WI","vernon county","50106306300000",39872,2020,18821236,3000867,3638329,97256,940436,6687862,0,2708445,0,0,446512,12906095,9825209,2148573,16875043,1736314,40018606,0,0,0,41754920,50,55,123,0,0,0,"A","Wisconsin",30698
"1236","VA","powhatan county","47107307300000",230406,2020,131221240,119797062,2687002,1630626,0,0,2986158,0,3171393,0,948999,2830753,6030863,88000,54701460,7115417,56535659,0,0,0,63651076,50,51,145,0,0,0,"A","Virginia",30438
"1237","TN","giles county","43102802800000",197441,2020,939039,0,213960,0,0,0,0,1844921,463692,0,261387,4510681,3448955,398880,14219664,1985686,20592494,0,0,0,22578180,50,47,55,0,0,0,"A","Tennessee",30340
"1238","VA","mecklenburg county","47105905900000",230374,2020,141859058,127050787,5418225,0,0,0,4772690,0,974676,0,1818125,1619293,9515560,0,88641388,9575179,90201062,34656228,2547556,0,99776241,50,51,117,0,0,0,"A","Virginia",30278
"1239","GA","madison county","11109709700000",96492,2020,14156650,9000000,1624057,0,0,23359,2839445,0,0,0,371444,3662178,512917,791087,21137724,-5952737,32056643,0,0,0,26103906,50,13,195,0,0,0,"A","Georgia",30269
"1240","KY","knox county","18106106100000",105717,2020,0,21735000,0,0,90314,0,0,0,0,0,0,92418,4146387,0,16445433,-4644072,25328310,0,0,0,20684238,50,21,121,0,0,0,"A","Kentucky",30183
"1241","GA","wayne county","11115115100000",1035768,2020,35688867,6600000,0,0,0,0,0,0,25276337,0,0,4538423,1459506,1312186,27518400,5504241,29324274,0,0,0,34828515,50,13,305,0,0,0,"A","Georgia",30145
"1242","MN","cass county","24101101100000",34711,2020,65742755,0,4482153,0,0,0,15000893,0,43092215,0,3167494,6634559,27304840,1850774,30389564,13535288,52644449,0,0,0,66179737,50,27,21,0,0,0,"A","Minnesota",30142
"1243","TX","austin county","44100800800000",88061,2020,35004133,28881130,3342728,1693544,0,57107,561516,0,0,0,468108,3692035,961700,167975,23479157,1857216,26443651,0,0,0,28300867,50,48,15,0,0,0,"A","Texas",30131
"1244","WI","door county","50101501500000",39833,2020,22727800,11778276,3113166,0,0,0,0,4608236,3082016,0,3374813,16003823,10823777,0,38072558,7515900,57384258,0,0,0,64900158,50,55,29,0,0,0,"A","Wisconsin",30120
"1245","IL","randolph county","14107907900000",73647,2020,12763748,2463300,1261125,0,0,798000,6830742,0,197740,0,774130,6656685,1584306,0,10163858,746265,17658584,0,0,0,18404849,50,17,157,0,0,0,"A","Illinois",30086
"1246","LA","iberville parish","19102402300000",116206,2020,22912757,15926581,3059634,1287819,0,195000,55827,0,785508,0,1602389,9263163,2881448,164758,42218937,8571604,45956702,0,0,0,54528306,50,22,47,0,0,0,"A","Louisiana",30058
"1247","GA","haralson county","11107107100000",70853,2020,3916730,1245000,1449355,80980,0,0,957273,0,0,0,184122,1663376,1349262,780507,21887068,2531217,23148996,0,0,0,25680213,50,13,143,0,0,0,"A","Georgia",30037
"1248","KY","meade county","18108208200000",189751,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19504049,1036041,18468008,0,0,0,19504049,50,21,163,0,0,0,"A","Kentucky",30030
"1249","SD","meade county","42104704600000",128285,2020,0,0,0,220152,2494210,0,0,12202,0,0,0,2155444,6547721,0,11953400,3677636,16978929,308879779,37964,0,308917743,50,46,93,0,0,0,"A","South Dakota",29900
"1250","VA","smyth county","47108708700000",230440,2020,64022864,48010507,6260224,1938000,0,0,4258679,0,2167323,0,1055744,4446016,9782392,12194,24809040,733795,38315847,0,0,0,39049642,50,51,173,0,0,0,"A","Virginia",29782
"1251","NY","schoharie county","33104804300000",36004,2020,190986163,6830627,10721322,0,0,27085000,17409372,0,126286496,0,1812815,6577358,26373617,0,43959984,1646410,75264549,0,0,0,76910959,50,36,95,0,0,0,"A","New York",29752
"1252","WY","park county","51101501500000",132352,2020,14587032,0,1441454,0,0,0,9175215,0,0,0,516084,4305359,1110938,334320,21998599,-51536,27800752,0,0,0,27749216,50,56,29,0,0,0,"A","Wyoming",29664
"1253","NC","bladen county","34100900900000",36502,2020,83634885,20761063,4144599,0,1621060,21386262,7730673,38815,26680105,0,1311123,12091823,9908314,646130,34815716,3033895,54428088,38429,0,0,57461983,50,37,17,0,0,0,"A","North Carolina",29629
"1254","GA","sumter county","11112912900000",32460,2020,20723700,13958851,2094937,2078708,0,0,1429448,0,0,0,429135,9079695,1063921,928456,18982050,-3735076,33789198,0,0,0,30054122,50,13,261,0,0,0,"A","Georgia",29516
